"id","mbar","swc"
"EF62AL",200,0.207440885140582
"EF62AL",500,0.198133146463873
"EF62AL",1000,0.189212457053171
"EF62AL",2000,0.179563650202204
"EF62AL",5000,0.17199112845509
"EF62AL",10000,0.163888031266319
"EF62AL",15000,0.15809969798435
"EF62AU",0,0.295940452418587
"EF62AU",33,0.237171455341142
"EF62AU",50,0.23379583609458
"EF62AU",100,0.222624058230835
"EF62AU",200,0.214062914273187
"EF62AU",500,0.205407137118459
"EF62AU",1000,0.197330510985535
"EF62AU",2000,0.18715485249548
"EF62AU",5000,0.179017481931893
"EF62AU",10000,0.171787722082872
"EF62AU",15000,0.16707936757072
"EF62BL",0,0.273611836495903
"EF62BL",33,0.228522542509588
"EF62BL",50,0.22527720686877
"EF62BL",100,0.217311461907406
"EF62BL",200,0.211263196634242
"EF62BL",500,0.203743995629396
"EF62BL",1000,0.197788589371802
"EF62BL",2000,0.187712897591786
"EF62BL",5000,0.180931426919212
"EF62BL",10000,0.174786028639998
"EF62BL",15000,0.170409191182678
"EF62BU",0,0.293640967473584
"EF62BU",33,0.244303379219424
"EF62BU",50,0.241574596202932
"EF62BU",100,0.23151039591344
"EF62BU",200,0.223590999964076
"EF62BU",500,0.213490890523093
"EF62BU",1000,0.204134743543996
"EF62BU",2000,0.19374047149145
"EF62BU",5000,0.183619881972263
"EF62BU",10000,0.175664739019973
"EF62BU",15000,0.170094809389456
"EF62CL",0,0.269844068290632
"EF62CL",33,0.231488646276578
"EF62CL",50,0.229013551648499
"EF62CL",100,0.223419948523816
"EF62CL",200,0.218126701096825
"EF62CL",500,0.210161671829256
"EF62CL",1000,0.202645326453467
"EF62CL",2000,0.194087151893806
"EF62CL",5000,0.186719306351934
"EF62CL",10000,0.18024137691688
"EF62CL",15000,0.175838556360625
"EF62CU",0,0.279701842761456
"EF62CU",33,0.229349635587831
"EF62CU",50,0.226769496868768
"EF62CU",100,0.218983696995878
"EF62CU",200,0.212455535175947
"EF62CU",500,0.204160542937472
"EF62CU",1000,0.19739425392994
"EF62CU",2000,0.186889280273055
"EF62CU",5000,0.17906468428254
"EF62CU",10000,0.171547483915876
"EF62CU",15000,0.16683352529223
